Sleeper_Player_ID,Full_Name,Position,Status,NFL_Team,years_exp,rookie_year,Birth_Date,Team,Age,Key,Rookie_Year,Is_Rookie,Had_Recent_Stats,Is_Rostered
11157,Brycen Tremayne,WR,Active,CAR,2.0,2023,1999-11-18,FA,25.5,brycen tremayne|WR,2023.0,False,True,False
6908,La'Mical Perine,RB,Active,FA,4.0,2020,1998-01-30,FA,27.3,la'mical perine|RB,2020.0,False,True,False
12571,Mike Green,DL,Active,BAL,0.0,0,2003-07-28,FA,21.8,mike green|DL,0.0,True,False,False
8116,Pierre Strong,RB,Active,CLE,3.0,2022,1998-12-10,FA,26.5,pierre strong|RB,2022.0,False,True,False
7585,Davis Mills,QB,Active,HOU,4.0,2021,1998-10-21,FA,26.6,davis mills|QB,2021.0,False,True,False
8025,Adam Prentice,FB,Active,FA,4.0,2021,1997-01-16,FA,28.4,adam prentice|FB,2021.0,False,True,False
2359,Ameer Abdullah,RB,Active,FA,10.0,2015,1993-06-13,FA,32.0,ameer abdullah|RB,2015.0,False,True,False
5854,Drew Lock,QB,Active,SEA,6.0,2019,1996-11-10,FA,28.6,drew lock|QB,2019.0,False,True,False
7593,Trey Sermon,RB,Active,PIT,4.0,2021,1999-01-30,FA,26.3,trey sermon|RB,2021.0,False,True,False
13142,J.R. Singleton,DL,Active,SEA,0.0,0,2002-02-13,FA,23.3,j.r. singleton|DL,0.0,True,False,False
11579,Audric Estime,RB,Active,DEN,1.0,2024,2003-09-06,jrroblestn,21.7,audric estime|RB,2024.0,False,True,True
12584,Darien Porter,DB,Active,LV,0.0,0,2001-01-06,FA,24.4,darien porter|DB,0.0,True,False,False
12742,Connor Colby,OL,Active,SF,0.0,0,2003-01-16,FA,22.4,connor colby|OL,0.0,True,False,False
13089,Caleb Etienne,OL,Active,CIN,0.0,0,2001-08-29,FA,23.8,caleb etienne|OL,0.0,True,False,False
3294,Dak Prescott,QB,Active,DAL,9.0,2016,1993-07-29,ShrynoRyno,31.8,dak prescott|QB,2016.0,False,True,True
12752,Eric Gregory,DT,Active,CIN,0.0,0,2000-09-13,FA,24.7,eric gregory|DT,0.0,True,False,False
421,Matthew Stafford,QB,Active,LAR,16.0,2009,1988-02-07,nilmaven,37.3,matthew stafford|QB,2009.0,False,True,True
11636,Johnny Wilson,WR,Active,PHI,1.0,2024,2001-04-03,FA,24.2,johnny wilson|WR,2024.0,False,True,False
8134,Khalil Shakir,WR,Active,BUF,3.0,2022,2000-02-03,nilmaven,25.3,khalil shakir|WR,2022.0,False,True,True
7828,Noah Gray,TE,Active,KC,4.0,2021,1999-04-30,jrroblestn,26.1,noah gray|TE,2021.0,False,True,True
12564,Kenneth Grant,DL,Active,MIA,0.0,0,2003-10-27,FA,21.6,kenneth grant|DL,0.0,True,False,False
12579,Jordan Burch,DL,Active,ARI,0.0,0,2001-10-10,FA,23.6,jordan burch|DL,0.0,True,False,False
11557,Joe Milton,QB,Active,DAL,1.0,2024,2000-03-06,FA,25.2,joe milton|QB,2024.0,False,True,False
5995,Justice Hill,RB,Active,BAL,6.0,2019,1997-11-14,FA,27.5,justice hill|RB,2019.0,False,True,False
12517,Colston Loveland,TE,Active,CHI,0.0,0,2004-04-09,FA,21.1,colston loveland|TE,0.0,True,False,False
8138,James Cook,RB,Active,BUF,3.0,2022,1999-09-25,ShrynoRyno,25.7,james cook|RB,2022.0,False,True,True
9231,Jaren Hall,QB,Active,FA,2.0,2023,1998-03-24,FA,27.2,jaren hall|QB,2023.0,False,True,False
8119,Jahan Dotson,WR,Active,PHI,3.0,2022,2000-03-22,FA,25.2,jahan dotson|WR,2022.0,False,True,False
8194,Jashaun Corbin,RB,Inactive,FA,2.0,2022,2000-08-20,FA,24.8,jashaun corbin|RB,2022.0,False,True,False
6075,Jesper Horsted,TE,Active,FA,5.0,2019,1997-02-27,FA,28.3,jesper horsted|TE,2019.0,False,True,False
12172,Pheldarius Payne,DL,Active,FA,0.0,,2000-07-14,FA,24.9,pheldarius payne|DL,,True,False,False
7049,Jauan Jennings,WR,Active,SF,5.0,2020,1997-07-10,ShrynoRyno,27.9,jauan jennings|WR,2020.0,False,True,True
8136,Rachaad White,RB,Active,TB,3.0,2022,1999-01-12,nilmaven,26.4,rachaad white|RB,2022.0,False,True,True
11610,Malik Washington,WR,Active,MIA,1.0,2024,2001-01-04,sportzballz,24.4,malik washington|WR,2024.0,False,True,True
4943,Sam Darnold,QB,Active,SEA,7.0,2018,1997-06-05,sportzballz,28.0,sam darnold|QB,2018.0,False,True,True
10228,Charlie Jones,WR,Active,CIN,2.0,2023,1998-10-29,FA,26.6,charlie jones|WR,2023.0,False,True,False
829,Andy Dalton,QB,Active,CAR,14.0,2011,1987-10-29,FA,37.6,andy dalton|QB,2011.0,False,True,False
10222,Jayden Reed,WR,Active,GB,2.0,2023,2000-04-28,NevadaLou,25.1,jayden reed|WR,2023.0,False,True,True
11311,Jason Brownlee,WR,Active,KC,2.0,2023,1999-01-30,FA,26.3,jason brownlee|WR,2023.0,False,True,False
12532,Ja'Corey Brooks,WR,Active,WAS,0.0,0,2001-10-31,FA,23.6,ja'corey brooks|WR,0.0,True,False,False
12703,Branson Taylor,OL,Active,LAC,0.0,0,2002-02-13,FA,23.3,branson taylor|OL,0.0,True,False,False
11370,Chris Brooks,RB,Active,GB,2.0,2023,2000-01-11,FA,25.4,chris brooks|RB,2023.0,False,True,False
12749,Luke Elkin,LS,Active,CHI,0.0,0,2002-06-27,FA,22.9,luke elkin|LS,0.0,True,False,False
7794,Chris Evans,RB,Active,FA,4.0,2021,1997-10-05,FA,27.6,chris evans|RB,2021.0,False,True,False
7606,Kadarius Toney,WR,Active,FA,3.0,2021,1999-01-27,FA,26.3,kadarius toney|WR,2021.0,False,True,False
6927,Quez Watkins,WR,Active,ARI,5.0,2020,1998-06-09,FA,27.0,quez watkins|WR,2020.0,False,True,False
12730,Micah Robinson,CB,Active,GB,0.0,0,2002-02-05,FA,23.3,micah robinson|CB,0.0,True,False,False
8111,Cade Otton,TE,Active,TB,3.0,2022,1999-04-15,Bakari2,26.1,cade otton|TE,2022.0,False,True,True
3269,Chris Moore,WR,Active,WAS,9.0,2016,1993-06-16,FA,32.0,chris moore|WR,2016.0,False,True,False
6970,Stephen Sullivan,TE,Active,CAR,5.0,2020,1996-11-28,FA,28.5,stephen sullivan|TE,2020.0,False,True,False
12866,Jalin Conyers,TE,Active,MIA,0.0,0,2001-07-26,FA,23.8,jalin conyers|TE,0.0,True,False,False
1911,Willie Snead,WR,Inactive,FA,10.0,2014,1992-10-17,FA,32.6,willie snead|WR,2014.0,False,True,False
1034,Brandon Bolden,RB,Active,FA,12.0,2012,1990-01-26,FA,35.3,brandon bolden|RB,2012.0,False,True,False
12669,Collin Oliver,DE,Active,GB,0.0,0,2002-09-23,FA,22.7,collin oliver|DE,0.0,True,False,False
7216,Giovanni Ricci,FB,Active,FA,5.0,2020,1996-10-16,FA,28.6,giovanni ricci|FB,2020.0,False,True,False
11647,Kimani Vidal,RB,Active,LAC,1.0,2024,2001-08-28,FA,23.8,kimani vidal|RB,2024.0,False,True,False
13133,Mason Narcisse,DL,Active,TB,0.0,0,2001-12-13,FA,23.5,mason narcisse|DL,0.0,True,False,False
12947,Zeke Correll,OL,Active,MIN,0.0,0,2000-11-10,FA,24.6,zeke correll|OL,0.0,True,False,False
7608,Khalil Herbert,RB,Active,IND,4.0,2021,1998-04-21,FA,27.1,khalil herbert|RB,2021.0,False,True,False
6402,Steven Sims,WR,Active,SEA,6.0,2019,1997-03-31,FA,28.2,steven sims|WR,2019.0,False,True,False
8484,Ko Kieft,TE,Active,TB,3.0,2022,1998-01-20,FA,27.4,ko kieft|TE,2022.0,False,True,False
2471,Michael Burton,FB,Active,DEN,10.0,2015,1992-02-01,FA,33.3,michael burton|FB,2015.0,False,True,False
12593,Jack Sawyer,DL,Active,PIT,0.0,0,2002-05-06,FA,23.1,jack sawyer|DL,0.0,True,False,False
9488,Jaxon Smith-Njigba,WR,Active,SEA,2.0,2023,2002-02-14,MLeitheiser,23.3,jaxon smith-njigba|WR,2023.0,False,True,True
11571,Isaiah Davis,RB,Active,NYJ,1.0,2024,2002-02-21,FA,23.3,isaiah davis|RB,2024.0,False,True,False
7526,Jaylen Waddle,WR,Active,MIA,4.0,2021,1998-11-25,jrroblestn,26.5,jaylen waddle|WR,2021.0,False,True,True
13023,Gerad Lichtenhan,OT,Active,BAL,0.0,0,2001-12-03,FA,23.5,gerad lichtenhan|OT,0.0,True,False,False
12820,Landon Parker,WR,Active,IND,0.0,0,1999-09-02,FA,25.7,landon parker|WR,0.0,True,False,False
12636,Que Robinson,LB,Active,DEN,0.0,0,2001-05-12,FA,24.0,que robinson|LB,0.0,True,False,False
12082,Jalen Sundell,C,Active,SEA,0.0,,1999-10-18,FA,25.6,jalen sundell|C,,True,False,False
345,Brian Hoyer,QB,Active,FA,15.0,2009,1985-10-13,FA,39.6,brian hoyer|QB,2009.0,False,True,False
6820,Clyde Edwards-Helaire,RB,Active,NO,5.0,2020,1999-04-11,FA,26.1,clyde edwards-helaire|RB,2020.0,False,True,False
7713,Jaelon Darden,WR,Active,FA,4.0,2021,1999-01-14,FA,26.4,jaelon darden|WR,2021.0,False,True,False
2197,Brandin Cooks,WR,Active,NO,11.0,2014,1993-09-25,FA,31.7,brandin cooks|WR,2014.0,False,True,False
5870,Daniel Jones,QB,Active,IND,6.0,2019,1997-05-27,FA,28.0,daniel jones|QB,2019.0,False,True,False
12565,Will Johnson,DB,Active,ARI,0.0,0,2003-03-29,FA,22.2,will johnson|DB,0.0,True,False,False
7064,Darrynton Evans,RB,Active,BUF,5.0,2020,1998-07-09,FA,26.9,darrynton evans|RB,2020.0,False,True,False
5844,T.J. Hockenson,TE,Active,MIN,6.0,2019,1997-07-03,boxerschwartz,27.9,t.j. hockenson|TE,2019.0,False,True,True
12529,TreVeyon Henderson,RB,Active,NE,0.0,0,2002-10-22,FA,22.6,treveyon henderson|RB,0.0,True,False,False
4127,C.J. Beathard,QB,Active,FA,8.0,2017,1993-11-16,FA,31.5,c.j. beathard|QB,2017.0,False,True,False
12615,Omarr Norman-Lott,DT,Active,KC,0.0,0,2002-03-11,FA,23.2,omarr norman-lott|DT,0.0,True,False,False
7601,Rondale Moore,WR,Active,MIN,4.0,2021,2000-06-09,FA,25.0,rondale moore|WR,2021.0,False,True,False
12535,Isaac TeSlaa,WR,Active,DET,0.0,0,2002-02-20,FA,23.3,isaac teslaa|WR,0.0,True,False,False
6790,D'Andre Swift,RB,Active,CHI,5.0,2020,1999-01-14,sportzballz,26.4,d'andre swift|RB,2020.0,False,True,True
1373,Geno Smith,QB,Active,LV,12.0,2013,1990-10-10,FA,34.6,geno smith|QB,2013.0,False,True,False
12491,Corey Kiner,RB,Active,SF,0.0,0,2002-01-21,FA,23.4,corey kiner|RB,0.0,True,False,False
6768,Tua Tagovailoa,QB,Active,MIA,5.0,2020,1998-03-02,jrroblestn,27.2,tua tagovailoa|QB,2020.0,False,True,True
6130,Devin Singletary,RB,Active,NYG,6.0,2019,1997-09-03,FA,27.7,devin singletary|RB,2019.0,False,True,False
12955,Sebastian Castro,DB,Active,PIT,0.0,0,2000-10-14,FA,24.6,sebastian castro|DB,0.0,True,False,False
6904,Jalen Hurts,QB,Active,PHI,5.0,2020,1998-08-07,sportzballz,26.8,jalen hurts|QB,2020.0,False,True,True
7538,Zach Wilson,QB,Active,MIA,4.0,2021,1999-08-03,FA,25.8,zach wilson|QB,2021.0,False,True,False
7561,Elijah Mitchell,RB,Active,KC,4.0,2021,1998-05-02,FA,27.1,elijah mitchell|RB,2021.0,False,True,False
12727,Julian Ashby,LS,Active,NE,0.0,0,2002-07-08,FA,22.9,julian ashby|LS,0.0,True,False,False
12898,Seth Henigan,QB,Active,JAX,0.0,0,2003-03-10,FA,22.2,seth henigan|QB,0.0,True,False,False
12950,Robert Lewis,WR,Active,MIN,0.0,0,2002-01-17,FA,23.4,robert lewis|WR,0.0,True,False,False
11635,Ladd McConkey,WR,Active,LAC,1.0,2024,2001-11-11,jrroblestn,23.5,ladd mcconkey|WR,2024.0,False,True,True
12475,Ricky White,WR,Active,SEA,0.0,0,2002-02-06,FA,23.3,ricky white|WR,0.0,True,False,False
12619,Jonas Sanker,DB,Active,NO,0.0,0,2002-11-23,FA,22.5,jonas sanker|DB,0.0,True,False,False
11806,Casey Washington,WR,Active,ATL,1.0,2024,2001-03-06,FA,24.2,casey washington|WR,2024.0,False,True,False
6068,Devine Ozigbo,RB,Active,FA,4.0,2019,1996-10-02,FA,28.7,devine ozigbo|RB,2019.0,False,True,False
6111,Jake Browning,QB,Active,CIN,6.0,2019,1996-04-11,FA,29.1,jake browning|QB,2019.0,False,True,False
12965,Ethan Garbers,QB,Active,CAR,0.0,0,2002-07-28,FA,22.8,ethan garbers|QB,0.0,True,False,False
12553,Josh Simmons,OL,Active,KC,0.0,0,2002-12-26,FA,22.4,josh simmons|OL,0.0,True,False,False
12111,Levelle Bailey,LB,Active,DEN,0.0,,2000-12-04,FA,24.5,levelle bailey|LB,,True,False,False
13080,Deion Hankins,RB,Active,CHI,0.0,0,2000-09-13,FA,24.7,deion hankins|RB,0.0,True,False,False
12618,Vernon Broughton,DT,Active,NO,0.0,0,2001-07-15,FA,23.9,vernon broughton|DT,0.0,True,False,False
5284,Jeff Wilson,RB,Active,FA,7.0,2018,1995-11-16,FA,29.5,jeff wilson|RB,2018.0,False,True,False
12836,Trey Washington,DB,Active,IND,0.0,0,2002-12-09,FA,22.5,trey washington|DB,0.0,True,False,False
11620,Rome Odunze,WR,Active,CHI,1.0,2024,2002-06-03,jrroblestn,23.0,rome odunze|WR,2024.0,False,True,True
12878,Logan Brown,OT,Active,MIN,0.0,0,2001-04-17,FA,24.1,logan brown|OT,0.0,True,False,False
10232,Michael Wilson,WR,Active,ARI,2.0,2023,2000-02-23,Bakari2,25.3,michael wilson|WR,2023.0,False,True,True
12597,Nick Emmanwori,DB,Active,SEA,0.0,0,2004-02-07,FA,21.3,nick emmanwori|DB,0.0,True,False,False
12810,Elijhah Badger,WR,Active,KC,0.0,0,2001-08-15,FA,23.8,elijhah badger|WR,0.0,True,False,False
6804,Jordan Love,QB,Active,GB,5.0,2020,1998-11-02,MLeitheiser,26.6,jordan love|QB,2020.0,False,True,True
3225,Tyler Boyd,WR,Active,FA,9.0,2016,1994-11-15,FA,30.5,tyler boyd|WR,2016.0,False,True,False
12549,Jordan Petaia,TE,Active,LAC,0.0,0,2000-03-14,FA,25.2,jordan petaia|TE,0.0,True,False,False
5121,Braxton Berrios,WR,Active,HOU,7.0,2018,1995-10-06,FA,29.6,braxton berrios|WR,2018.0,False,True,False
12572,Armand Membou,OL,Active,NYJ,0.0,0,2004-03-27,FA,21.2,armand membou|OL,0.0,True,False,False
8147,John Metchie,WR,Active,HOU,3.0,2022,2000-07-18,FA,24.9,john metchie|WR,2022.0,False,True,False
11592,Erick All,TE,Active,CIN,1.0,2024,2000-09-13,FA,24.7,erick all|TE,2024.0,False,True,False
7496,Nick Westbrook-Ikhine,WR,Active,MIA,5.0,2020,1997-03-21,FA,28.2,nick westbrook-ikhine|WR,2020.0,False,True,False
3634,Kalif Raymond,WR,Active,DET,9.0,2016,1994-08-08,FA,30.8,kalif raymond|WR,2016.0,False,True,False
5773,KhaDarel Hodge,WR,Active,ATL,7.0,2018,1995-01-03,FA,30.4,khadarel hodge|WR,2018.0,False,True,False
12657,Denzel Burke,CB,Active,ARI,0.0,0,2002-11-10,FA,22.6,denzel burke|CB,0.0,True,False,False
4574,Cooper Rush,QB,Active,BAL,8.0,2017,1993-11-21,FA,31.5,cooper rush|QB,2017.0,False,True,False
9998,Hendon Hooker,QB,Active,DET,2.0,2023,1998-01-13,FA,27.4,hendon hooker|QB,2023.0,False,True,False
8500,John FitzPatrick,TE,Active,GB,3.0,2022,2000-03-09,FA,25.2,john fitzpatrick|TE,2022.0,False,True,False
4037,Chris Godwin,WR,Active,TB,8.0,2017,1996-02-27,nilmaven,29.3,chris godwin|WR,2017.0,False,True,True
11606,Dallin Holker,TE,Active,NO,1.0,2024,2000-04-07,FA,25.1,dallin holker|TE,2024.0,False,True,False
5137,Richie James,WR,Active,FA,6.0,2018,1995-09-05,FA,29.7,richie james|WR,2018.0,False,True,False
12753,Jamoi Mayes,WR,Active,CIN,0.0,0,2002-08-23,FA,22.8,jamoi mayes|WR,0.0,True,False,False
5013,Anthony Miller,WR,Active,BAL,7.0,2018,1994-10-09,FA,30.6,anthony miller|WR,2018.0,False,True,False
12956,Bam Martin-Scott,LB,Active,CAR,0.0,0,2000-07-04,FA,24.9,bam martin-scott|LB,0.0,True,False,False
12611,Lathan Ransom,DB,Active,CAR,0.0,0,2002-07-16,FA,22.9,lathan ransom|DB,0.0,True,False,False
5906,Dawson Knox,TE,Active,BUF,6.0,2019,1996-11-14,Haxen2000,28.5,dawson knox|TE,2019.0,False,True,True
7812,Simi Fehoko,WR,Active,ARI,4.0,2021,1997-11-05,FA,27.6,simi fehoko|WR,2021.0,False,True,False
7066,K.J. Osborn,WR,Active,WAS,5.0,2020,1997-06-10,FA,28.0,k.j. osborn|WR,2020.0,False,True,False
13049,Alijah Huzzie,DB,Active,HOU,0.0,0,2001-01-16,FA,24.4,alijah huzzie|DB,0.0,True,False,False
260,Josh Johnson,QB,Active,WAS,17.0,2008,1986-05-15,FA,39.0,josh johnson|QB,2008.0,False,True,False
2711,Taylor Heinicke,QB,Active,LAC,10.0,2015,1993-03-15,FA,32.2,taylor heinicke|QB,2015.0,False,True,False
6857,Collin Johnson,WR,Active,LV,5.0,2020,1997-09-23,FA,27.7,collin johnson|WR,2020.0,False,True,False
12916,Jabbar Muhammad,CB,Active,JAX,0.0,0,2001-12-28,FA,23.4,jabbar muhammad|CB,0.0,True,False,False
12918,Valentin Senn,OL,Active,ARI,0.0,0,2000-04-23,FA,25.1,valentin senn|OL,0.0,True,False,False
12537,Ryan Cooper,CB,Active,FA,0.0,,2001-08-31,FA,23.7,ryan cooper|CB,,True,False,False
1837,Jimmy Garoppolo,QB,Active,LAR,11.0,2014,1991-11-02,FA,33.6,jimmy garoppolo|QB,2014.0,False,True,False
10220,Will Mallory,TE,Active,IND,2.0,2023,1999-06-22,FA,25.9,will mallory|TE,2023.0,False,True,False
12588,Kevin Winston,DB,Active,TEN,0.0,0,2003-12-02,FA,21.5,kevin winston|DB,0.0,True,False,False
8205,Isiah Pacheco,RB,Active,KC,3.0,2022,1999-03-02,ShrynoRyno,26.2,isiah pacheco|RB,2022.0,False,True,True
1166,Kirk Cousins,QB,Active,ATL,13.0,2012,1988-08-19,Bakari2,36.8,kirk cousins|QB,2012.0,False,True,True
5185,Allen Lazard,WR,Active,NYJ,7.0,2018,1995-12-11,FA,29.5,allen lazard|WR,2018.0,False,True,False
8110,Jake Ferguson,TE,Active,DAL,3.0,2022,1999-01-18,samreilly,26.4,jake ferguson|TE,2022.0,False,True,True
12649,CJ West,DT,Active,SF,0.0,0,2002-06-12,FA,23.0,cj west|DT,0.0,True,False,False
7842,Luke Farrell,TE,Active,SF,4.0,2021,1997-10-14,FA,27.6,luke farrell|TE,2021.0,False,True,False
11046,Colton Dowell,WR,Active,TEN,2.0,2023,1999-04-19,FA,26.1,colton dowell|WR,2023.0,False,True,False
12604,Andrew Mukuba,DB,Active,PHI,0.0,0,2002-12-07,FA,22.5,andrew mukuba|DB,0.0,True,False,False
4082,Curtis Samuel,WR,Active,BUF,8.0,2017,1996-08-11,FA,28.8,curtis samuel|WR,2017.0,False,True,False
12587,Joshua Farmer,DL,Active,NE,0.0,0,2003-01-17,FA,22.4,joshua farmer|DL,0.0,True,False,False
1049,Ryan Tannehill,QB,Active,FA,12.0,2012,1988-07-27,FA,36.8,ryan tannehill|QB,2012.0,False,True,False
1339,Zach Ertz,TE,Active,WAS,12.0,2013,1990-11-10,jrroblestn,34.6,zach ertz|TE,2013.0,False,True,True
11589,Trey Benson,RB,Active,ARI,1.0,2024,2002-07-23,jrroblestn,22.9,trey benson|RB,2024.0,False,True,True
10867,Jake Bobo,WR,Active,SEA,2.0,2023,1998-08-04,FA,26.8,jake bobo|WR,2023.0,False,True,False
8131,Isaiah Likely,TE,Active,BAL,3.0,2022,2000-04-18,samreilly,25.1,isaiah likely|TE,2022.0,False,True,True
4046,Patrick Mahomes,QB,Active,KC,8.0,2017,1995-09-17,ShrynoRyno,29.7,patrick mahomes|QB,2017.0,False,True,True
3286,Demarcus Robinson,WR,Active,SF,9.0,2016,1994-09-21,sportzballz,30.7,demarcus robinson|WR,2016.0,False,True,True
11608,Isaiah Williams,WR,Active,CIN,1.0,2024,2001-01-29,FA,24.3,isaiah williams|WR,2024.0,False,True,False
12524,Shedeur Sanders,QB,Active,CLE,0.0,0,2002-02-07,FA,23.3,shedeur sanders|QB,0.0,True,False,False
6171,Cody Thompson,WR,Active,TB,6.0,2019,1996-01-11,FA,29.4,cody thompson|WR,2019.0,False,True,False
7564,Ja'Marr Chase,WR,Active,CIN,4.0,2021,2000-03-01,samreilly,25.2,ja'marr chase|WR,2021.0,False,True,True
8174,Kevin Harris,RB,Active,FA,3.0,2022,2000-11-17,FA,24.5,kevin harris|RB,2022.0,False,True,False
8177,Grant Calcaterra,TE,Active,PHI,3.0,2022,1998-12-04,FA,26.5,grant calcaterra|TE,2022.0,False,True,False
7746,Austin Trammell,WR,Active,JAX,4.0,2021,1998-07-04,FA,26.9,austin trammell|WR,2021.0,False,True,False
7587,Dyami Brown,WR,Active,JAX,4.0,2021,1999-11-01,FA,25.6,dyami brown|WR,2021.0,False,True,False
12917,Branson Combs,LB,Active,JAX,0.0,0,2000-07-14,FA,24.9,branson combs|LB,0.0,True,False,False
8117,Jalen Tolbert,WR,Active,DAL,3.0,2022,1999-02-27,FA,26.3,jalen tolbert|WR,2022.0,False,True,False
6797,Justin Herbert,QB,Active,LAC,5.0,2020,1998-03-10,nilmaven,27.2,justin herbert|QB,2020.0,False,True,True
13041,Jahmal Banks,WR,Active,BAL,0.0,0,2001-10-02,FA,23.7,jahmal banks|WR,0.0,True,False,False
6801,Tee Higgins,WR,Active,CIN,5.0,2020,1999-01-18,boxerschwartz,26.4,tee higgins|WR,2020.0,False,True,True
10859,Sam LaPorta,TE,Active,DET,2.0,2023,2001-01-12,NevadaLou,24.4,sam laporta|TE,2023.0,False,True,True
12792,Garrett Greene,QB,Active,TB,0.0,0,2001-10-01,FA,23.7,garrett greene|QB,0.0,True,False,False
